Time,Execution Time
Thu Nov 26 16:42:40 2020,1.0385563373565674
Thu Nov 26 16:42:42 2020,1.0219929218292236
Thu Nov 26 16:42:44 2020,0.9095768928527832
Thu Nov 26 16:42:46 2020,1.025075912475586
Thu Nov 26 16:42:48 2020,0.9327929019927979
Thu Nov 26 16:42:50 2020,1.131249189376831
Thu Nov 26 16:42:52 2020,1.017085075378418
Thu Nov 26 16:42:54 2020,0.9040000438690186
Thu Nov 26 16:42:56 2020,1.0201890468597412
Thu Nov 26 16:42:58 2020,0.9059531688690186
Thu Nov 26 16:43:00 2020,0.9159977436065674
Thu Nov 26 16:43:02 2020,1.114668846130371
Thu Nov 26 16:43:04 2020,0.9505460262298584
Thu Nov 26 16:43:06 2020,0.9830739498138428
Thu Nov 26 16:43:09 2020,1.159529209136963
Thu Nov 26 16:43:11 2020,0.9453730583190918
Thu Nov 26 16:43:13 2020,1.0932869911193848
Thu Nov 26 16:43:15 2020,1.0446031093597412
Thu Nov 26 16:43:17 2020,0.8736369609832764
Thu Nov 26 16:43:19 2020,1.0591537952423096
Thu Nov 26 16:43:21 2020,1.0103678703308105
Thu Nov 26 16:43:23 2020,1.0473432540893555
Thu Nov 26 16:43:25 2020,1.0171568393707275
Thu Nov 26 16:43:27 2020,1.1111581325531006
Thu Nov 26 16:43:29 2020,0.9382011890411377
Thu Nov 26 16:43:31 2020,1.3120930194854736
Thu Nov 26 16:43:34 2020,1.017888069152832
Thu Nov 26 16:43:36 2020,0.9883630275726318
Thu Nov 26 16:43:38 2020,1.1674911975860596
Thu Nov 26 16:43:40 2020,1.2230100631713867
Thu Nov 26 16:43:42 2020,1.0283787250518799
Thu Nov 26 16:43:44 2020,0.9077639579772949
Thu Nov 26 16:43:46 2020,0.9285378456115723
Thu Nov 26 16:43:48 2020,1.0315439701080322
Thu Nov 26 16:43:50 2020,1.033663034439087
Thu Nov 26 16:43:53 2020,1.0367920398712158
Thu Nov 26 16:43:55 2020,1.2365632057189941
Thu Nov 26 16:43:57 2020,1.0391643047332764
Thu Nov 26 16:44:00 2020,1.060154914855957
Thu Nov 26 16:44:02 2020,1.0146849155426025
Thu Nov 26 16:44:04 2020,1.2245090007781982
Thu Nov 26 16:44:06 2020,0.9958920478820801
Thu Nov 26 16:44:08 2020,0.9527459144592285
Thu Nov 26 16:44:10 2020,1.0305800437927246
Thu Nov 26 16:44:12 2020,0.9241759777069092
Thu Nov 26 16:44:14 2020,1.0196020603179932
Thu Nov 26 16:44:16 2020,1.008225917816162
Thu Nov 26 16:44:18 2020,1.0058138370513916
Thu Nov 26 16:44:20 2020,1.1082751750946045
Thu Nov 26 16:44:22 2020,1.0226809978485107
Thu Nov 26 16:44:24 2020,0.9233102798461914
Thu Nov 26 16:44:26 2020,0.915457010269165
Thu Nov 26 16:44:28 2020,1.0777919292449951
Thu Nov 26 16:44:30 2020,1.0364208221435547
Thu Nov 26 16:44:33 2020,1.189927101135254
Thu Nov 26 16:44:35 2020,0.9984891414642334
Thu Nov 26 16:44:37 2020,0.9200119972229004
Thu Nov 26 16:44:39 2020,0.9949970245361328
Thu Nov 26 16:44:41 2020,0.8754098415374756
Thu Nov 26 16:44:43 2020,0.9594879150390625
Thu Nov 26 16:44:45 2020,1.0204050540924072
Thu Nov 26 16:44:47 2020,1.218122959136963
Thu Nov 26 16:44:49 2020,0.9121379852294922
Thu Nov 26 16:44:51 2020,1.0030310153961182
Thu Nov 26 16:44:53 2020,0.9397528171539307
Thu Nov 26 16:44:55 2020,1.0410637855529785
Thu Nov 26 16:44:57 2020,1.015537977218628
Thu Nov 26 16:44:59 2020,1.018151044845581
Thu Nov 26 16:45:01 2020,1.0189051628112793
Thu Nov 26 16:45:03 2020,0.9238190650939941
Thu Nov 26 16:45:05 2020,1.1040139198303223
Thu Nov 26 16:45:07 2020,1.0218250751495361
